,name,id,latitude,longitude,altitude,velocity,visibility,footprint,timestamp,daynum,solar_lat,solar_lon,units
103,iss,25544,47.166185181711,63.803722325856,416.57044083433,27607.770795558,daylight,4489.9740848372,1686648951,2460108.8998958,23.205779339111,36.044253430151,kilometers
104,iss,25544,46.756229975294,65.027356349734,416.51140819204,27607.67255239,daylight,4489.6723156725,1686648966,2460108.9000694,23.205789146803,35.981762504117,kilometers
105,iss,25544,46.303256401154,66.310875574497,416.44603887683,27607.564253104,daylight,4489.338125247,1686648982,2460108.9002546,23.205799608111,35.915105538709,kilometers
106,iss,25544,45.86433153499,67.49378785028,416.38264427597,27607.459287038,daylight,4489.014001324,1686648997,2460108.9004282,23.205809415378,35.852614612717,kilometers
107,iss,25544,45.381414664974,68.733820226759,416.31292995205,27607.343492029,daylight,4488.6575330404,1686649013,2460108.9006134,23.205819876233,35.785957647354,kilometers
108,iss,25544,44.883783684875,69.951482511162,416.2412230041,27607.223564321,daylight,4488.2908399886,1686649029,2460108.9007986,23.20583033688,35.719300514399,kilometers
109,iss,25544,44.371938002043,71.146896443657,416.16770107452,27607.099317998,daylight,4487.9148276814,1686649045,2460108.9009838,23.205840797267,35.652643549089,kilometers
110,iss,25544,43.879606728409,72.247554727868,416.09728773967,27606.978744409,daylight,4487.5546776852,1686649060,2460108.9011574,23.20585060367,35.590152623173,kilometers
111,iss,25544,43.341602148141,73.400427370163,416.02077186721,27606.845581398,daylight,4487.1632745667,1686649076,2460108.9013426,23.205861063604,35.5234956579,kilometers
112,iss,25544,42.790793260488,74.531719856589,415.94298951883,27606.707524574,daylight,4486.7653504414,1686649092,2460108.9015278,23.205871523304,35.456838692665,kilometers
113,iss,25544,42.2631913173,75.572981458696,415.86909205078,27606.573470611,daylight,4486.3872610702,1686649107,2460108.9017014,23.205881329063,35.394347766804,kilometers
114,iss,25544,41.688877556183,76.663369853749,415.78941549881,27606.425349427,daylight,4485.9795601319,1686649123,2460108.9018866,23.205891788309,35.327690801597,kilometers
115,iss,25544,41.140023890286,77.666908924711,415.71409585736,27606.281493407,daylight,4485.5941118375,1686649138,2460108.9020602,23.205901593645,35.265199875801,kilometers
116,iss,25544,40.543857070265,78.717777223604,415.63328598446,27606.122520375,daylight,4485.1805224729,1686649154,2460108.9022454,23.205912052437,35.19854291063,kilometers
117,iss,25544,39.975260924528,79.684978434344,415.55726896684,27605.968115138,daylight,4484.791420854,1686649169,2460108.902419,23.205921857347,35.13605198486,kilometers
